2017/6/6,0.00 
2017/7/4,55.00 
2017/7/13,55.50 
2017/7/18,70.50 
2017/7/25,101.50 
2017/8/8,144.50 
2017/8/14,148.50 
2017/8/22,163.00 
2017/9/1,191.50 
2017/9/6,189.00 
2017/9/14,198.00 
2017/9/15,
2017/9/19,207.00 
2017/9/26,211.50 
2017/10/4,231.50 
2017/10/12,248.50 
2017/10/20,284.50 
2017/10/25,302.00 
2017/10/30,310.00 
2017/11/6,325.00 
2017/11/11,
2017/11/16,344.00 
2017/11/20,355.50 
2017/11/24,
2017/11/28,379.00 
2017/12/4,400.50 
2017/12/25,416.50 
2018/1/2,427.00 
2018/1/8,426.50 
2018/1/18,435.50 
2018/1/22,443.50 
2018/1/29,449.50 
2018/2/13,464.00 
2018/2/19,469.50 
2018/3/4,488.50 
2018/3/14,501.00 
2018/3/20,500.00 
2018/3/27,510.00 
2018/4/2,522.00 
2018/4/10,521.50 
2018/4/19,536.00 
2018/4/24,539.00 
2018/5/24,574.50 
2018/5/29,579.50 
2018/6/4,576.50 
2018/6/15,589.50 
2018/6/20,586.00 
2018/6/26,594.00 
2018/7/2,594.50 
2018/7/12,596.50 
2018/7/16,604.50 
2018/7/25,604.00 
2018/8/1,604.50 
2018/8/6,603.50 
2018/8/13,605.50 
2018/8/24,615.00 
2018/8/28,614.50 
2018/9/3,565.00 
2018/9/22,614.50 
2018/9/27,623.00 
2018/10/2,626.50 
2018/10/8,633.50 
2018/10/17,627.00 
2018/10/23,637.50 
2018/10/30,634.00 
2018/11/7,538.50 
2018/11/15,656.00 
2018/11/21,665.50 
2018/11/27,663.00 
2018/12/7,664.50 
2018/12/11,666.00 
2018/12/21,673.00 
2018/12/27,674.00 
2019/1/2,682.50 
2019/1/9,685.00 
2019/1/16,689.50 
2019/1/21,682.00 
2019/2/15,692.50 
2019/2/19,699.50 
2019/2/28,692.50 
2019/3/6,700.50 
2019/3/11,700.00 
2019/3/19,703.00 
2019/4/6,704.00 
2019/4/18,705.50 
2019/4/26,708.00 
2019/5/10,722.00 
2019/5/16,715.00 
2019/5/23,718.50 
2019/6/7,721.00 
2019/6/14,729.00 
2019/6/21,726.00 
2019/6/29,728.50 
2019/7/5,734.50 
2019/7/14,732.00 
2019/7/19,735.00 
2019/7/25,731.50 
2019/8/1,740.50 
2019/8/9,736.00 
2019/8/16,741.00 
2019/8/31,764.50 
2019/9/5,741.50 
2019/9/14,745.50 
2019/9/20,751.00 
2019/10/4,747.00 
2019/10/11,749.50 
2019/10/24,752.50 
2019/11/1,753.50 
2019/11/9,756.50 
2019/11/22,759.00 
2019/12/3,760.50 
2019/12/25,771.00 
2020/1/4,775.00 
2020/1/9,772.00 
2020/1/15,792.50 
2020/1/15,784.50 
2020/3/18,783.00 
2020/4/9,781.50 
2020/4/17,748.00 
2020/4/21,798.50 
2020/4/30,802.00 
2020/5/5,786.00 
2020/5/13,810.50 
2020/5/21,798.50 
2020/5/29,795.00 
2020/6/17,809.50 
2020/6/26,815.50 
2020/8/13,816.50 
2020/8/19,822.50 
2020/8/27,824.00 
2020/9/10,823.50 
2020/9/18,830.50 
2020/9/26,830.00 
2020/10/10,828.00 
2021/2/1,861.00 
2021/3/1,845.00 
2021/3/18,846.50 
2021/4/1,848.50 
2021/4/9,848.00 
2021/5/2,858.50 
2021/5/9,847.50 
2021/5/17,854.00 
2021/5/29,855.00 
2021/6/5,849.50 
2021/6/9,855.33 
2021/6/9,856.00 
2021/6/9,854.50 
2021/6/9,855.50 
2021/6/14,857.50 
2021/6/16,854.50 
2021/6/19,858.00 
2021/6/20,853.50 
2021/6/25,856.50 
2021/6/26,855.00 
2021/6/28,836.50 
2021/6/30,854.50 
2021/7/3,857.00 
2021/7/6,846.00 
2021/7/8,859.00 
2021/7/10,859.00 
2021/7/13,861.00 
2021/7/20,867.00 
2021/7/24,855.00 
2021/8/29,862.50 
2021/9/6,865.00 
2021/9/9,852.00 
