2020/8/13,0
2020/8/19,51.5
2020/8/27,129
2020/9/10,237.5
2020/9/18,264
2020/9/26,318
2020/10/10,401
2021/2/1,1224
2021/3/1,1302.5
2021/3/18,1341.5
2021/4/1,1401
2021/4/9,1419.5
2021/5/2,1492.5
2021/5/9,1492.5
2021/5/17,1534
2021/5/29,1582
2021/6/5,1620
2021/6/9,1632.17
2021/6/9,1632.5
2021/6/9,1632.5
2021/6/9,1631.5
2021/6/14,1662.5
2021/6/16,1668
2021/6/19,1681
2021/6/20,1722
2021/6/25,1692
2021/6/26,1701
2021/6/28,1703.5
2021/6/30,1716.5
2021/7/3,1733
2021/7/6,1732.5
2021/7/8,1749.5
2021/7/10,1746
2021/7/13,1748.5
2021/7/20,1785.5
2021/7/24,1786.5
2021/8/29,1881.5
2021/9/6,1906.5
2021/9/9,1946.5
