2018/3/4,0
2018/3/14,42
2018/3/20,72
2018/3/27,101
2018/4/2,131.5
2018/4/10,164.5
2018/4/19,209
2018/4/24,218.5
2018/5/24,347.5
2018/5/29,362.5
2018/6/4,370.5
2018/6/15,398
2018/6/20,405.5
2018/6/26,419.5
2018/7/2,420
2018/7/12,425
2018/7/16,459
2018/7/25,456.5
2018/8/1,465
2018/8/6,471
2018/8/13,480.5
2018/8/24,495.5
2018/8/28,501
2018/9/3,476
2018/9/22,550.5
2018/9/27,563
2018/10/2,565
2018/10/8,575
2018/10/17,578
2018/10/23,601
2018/10/30,614.5
2018/11/7,647.5
2018/11/15,684
2018/11/21,703
2018/11/27,713.5
2018/12/7,737.5
2018/12/11,748
2018/12/21,766
2018/12/27,769.5
2019/1/2,777
2019/1/9,799.5
2019/1/16,800.5
2019/1/21,796
2019/2/15,821.5
2019/2/19,829
2019/2/28,835.5
2019/3/6,847
2019/3/11,857
2019/3/19,875
2019/4/6,918
2019/4/18,936
2019/4/26,945.5
2019/5/10,970.5
2019/5/16,974
2019/5/23,987.5
2019/6/7,1019.6
2019/6/14,1014.5
2019/6/21,1017.5
2019/6/29,1036
2019/7/5,1044.5
2019/7/14,1039.5
2019/7/19,1054.5
2019/7/25,1060
2019/8/1,1058.5
2019/8/9,1071.5
2019/8/16,1073.5
2019/8/31,1071
2019/9/5,1068.5
2019/9/14,1074
2019/9/20,1075
2019/10/4,1082
2019/10/11,1086
2019/10/24,1101.5
2019/11/1,1100
2019/11/9,1107.5
2019/11/22,978
2019/12/3,1144
2019/12/25,1175
2020/1/4,1194.5
2020/1/9,1190.5
2020/1/15,1218
2020/3/18,1240.5
2020/4/9,1236.5
2020/4/17,1206.5
2020/4/21,1256.5
2020/4/30,1278
2020/5/5,1260.5
2020/5/13,1281.5
2020/5/21,1300.5
2020/5/29,1279
2020/6/17,1331
2020/6/26,1333
2020/8/13,1389
2020/8/19,1402
2020/8/27,1407.5
2020/9/10,1419
2020/9/18,1421.5
2020/9/26,1359.5
2020/10/10,1439
2021/2/1,1530
2021/3/1,1550
2021/3/18,1552.5
2021/4/1,1556.5
2021/4/9,1558
2021/5/2,1515
2021/5/9,1564
2021/5/17,1578.5
2021/5/29,1584.5
2021/6/5,1583.5
2021/6/9,1586.166667
2021/6/9,1586
2021/6/9,1586
2021/6/9,1586.5
2021/6/14,1586
2021/6/16,1592.5
2021/6/19,1593.5
2021/6/20,1597.5
2021/6/25,1596
2021/6/26,1595
2021/6/28,1599
2021/6/30,1591
2021/7/3,1595
2021/7/6,1591.5
2021/7/8,1597
2021/7/10,1596
2021/7/13,1599
2021/7/20,1612
2021/7/24,1601.5
2021/8/29,1617.5
2021/9/6,1634
2021/9/9,1624.5
