2020/8/27,0
2020/9/10,132.5
2020/9/18,160.5
2020/9/26,270.5
2020/10/10,225.5
2021/2/1,1184.5
2021/3/1,1264.5
2021/3/18,1306
2021/4/1,1364
2021/4/9,1384
2021/5/2,1461.5
2021/5/9,1460.5
2021/5/17,1518
2021/5/29,1551.5
2021/6/5,1586.5
2021/6/9,1603.833333
2021/6/9,1604
2021/6/9,1603.5
2021/6/9,1604
2021/6/14,1634
2021/6/16,1639
2021/6/19,1652.5
2021/6/20,1687
2021/6/25,1662.5
2021/6/26,1667.5
2021/6/28,1674
2021/6/30,1688
2021/7/3,1707
2021/7/6,1708
2021/7/8,1714
2021/7/10,1718.5
2021/7/13,1719
2021/7/20,1761.5
2021/7/24,1763.5
2021/8/29,1855.5
2021/9/6,1883
2021/9/9,1944.5
